price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,statezip,city_encoded,renovation_age,house_age
12.65395846952229,3,1.5,7.200424892944957,8.976135873302548,1.5,0,0,3,1340,0,98133.0,420392.3640469756,9,59
13.993656743347747,5,2.5,8.202482446576537,9.110520036693972,2.0,0,4,5,3370,280,98119.0,583967.5230994199,93,93
12.742566016044742,3,2.0,7.5652752818989315,9.388235479817224,1.0,0,0,4,1930,0,98042.0,441880.9905430435,48,48
12.948009990259552,3,2.25,7.600902459542082,8.990939806940807,1.0,0,0,4,1000,1000,98008.0,862255.0520166049,51,51
13.217673557208654,4,2.5,7.570443252057374,9.259130536145614,1.0,0,0,4,1140,800,98052.0,664965.7806563632,22,38
13.102160670086809,2,1.0,6.84587987526405,8.760923376338836,1.0,0,0,3,880,0,98115.0,583967.5230994199,20,76
12.721885810807203,2,2.0,7.2078598714324755,7.984786359616643,1.0,0,0,3,1350,0,98052.0,664965.7806563632,38,38
13.085699393032737,4,2.5,7.904703913873747,10.487600812071937,2.0,0,0,3,2710,0,98038.0,340016.7529824526,25,25
13.022543042122118,3,2.5,7.795646536334594,10.701692702991545,1.0,0,0,4,1570,860,98045.0,399565.70666666003,29,29
13.369223455335854,4,2.0,7.326465613840322,8.732304571033183,1.5,0,0,3,1520,0,98115.0,583967.5230994199,4,69
13.045482333068371,3,1.75,7.444248649496705,8.898365606955357,1.0,0,0,3,1710,0,98155.0,474855.8823529412,20,66
13.993656743347747,4,2.5,7.979338895262328,8.294049640102028,1.5,0,0,5,1910,1010,98105.0,583967.5230994199,26,105
13.285332205682469,3,1.75,7.753623546559746,9.608579434992608,1.0,0,0,3,1970,360,98074.0,702985.8311003743,34,34
12.80765263256463,3,1.0,6.993932975223189,8.769507120030227,1.0,0,0,4,1090,0,98106.0,583967.5230994199,5,59
13.993656743347747,5,2.75,7.975908360165538,9.156939595249067,1.5,0,0,3,2910,0,98105.0,583967.5230994199,45,75
12.398756989359676,3,1.5,7.090076835776092,9.181940897454485,1.0,0,0,4,1200,0,98042.0,441880.9905430435,49,49
12.945626198904275,3,1.5,7.358830898342354,8.809862805379057,1.0,0,0,4,1570,0,98007.0,862255.0520166049,58,58
12.814478597635029,4,3.0,8.04237800517328,8.886132618174951,2.0,0,0,3,3110,0,98092.0,301050.9595813714,17,17
12.460521046672795,3,1.75,7.222566018822171,8.675563527387679,1.0,0,0,3,1370,0,98198.0,304992.54679803445,14,27
12.524526376648708,3,1.5,7.07326971745971,9.237663667625073,1.0,0,0,3,1180,0,98045.0,399565.70666666003,5,31
13.527828485512494,3,1.75,7.7142311448490855,9.266531651625925,2.0,0,0,5,1550,690,98115.0,583967.5230994199,91,91
12.983101310070822,4,1.0,7.27931883541462,9.082507000466299,1.0,0,0,4,1450,0,98006.0,862255.0520166049,35,60
13.32530422140102,4,2.5,7.912056888179006,9.414178772232386,2.0,0,0,3,2730,0,98011.0,481441.8939393939,23,23
13.112313041550827,4,1.75,7.3777589082278725,8.760923376338836,1.0,0,0,3,1130,470,98125.0,583967.5230994199,25,55
12.560244459250788,3,2.5,7.644919344958857,9.290444616217844,1.0,0,0,4,1360,730,98003.0,295885.3806239655,27,27
13.329377546788654,3,1.75,7.7664168980196555,8.89439598980643,1.0,0,0,4,1360,1000,98136.0,583967.5230994199,66,66
13.45597438174451,4,2.25,7.696212639346407,9.328123407632566,1.5,0,0,5,1300,900,98033.0,651583.5919080962,94,94
13.422467969854667,5,2.5,7.944492163932159,10.701692702991545,2.0,0,0,3,2820,0,98029.0,599368.9289127849,0,35
13.579788224443204,3,2.5,7.8632667240095735,8.465899897028686,1.0,0,0,4,1700,900,98117.0,583967.5230994199,15,63
12.854483932248728,4,1.75,7.352441100243583,9.071078304642676,1.0,0,0,4,1560,0,98034.0,651583.5919080962,47,47
13.122263372403996,4,2.5,7.958576903813898,8.11522197256233,2.0,0,0,3,2190,670,98072.0,614912.0833333334,11,10
13.38472764187182,4,2.0,7.506591780070841,8.517193191416238,1.5,0,1,3,1640,180,98115.0,583967.5230994199,4,69
13.345506928718539,4,2.5,7.944492163932159,9.036938912556787,2.0,0,0,3,2820,0,98155.0,420392.3640469756,0,0
12.89921982609012,4,2.5,8.196987927258897,10.66625407497613,1.5,0,0,3,2300,1210,98092.0,301050.9595813714,0,35
13.311329476916953,3,2.5,8.083328608786376,10.408828161071545,2.0,0,2,3,3240,0,98023.0,295885.3806239655,19,19
12.994530005894443,2,1.0,6.84587987526405,8.48673398393153,1.0,0,0,4,800,0,98107.0,583967.5230994199,70,70
12.567934116156206,3,3.0,7.52294091807237,9.90178610589637,1.0,0,0,4,1090,760,98038.0,340016.7529824526,22,22
12.90669184092882,3,2.0,7.580699752224563,9.480367509189243,1.0,0,2,5,1650,310,98166.0,536604.4117647059,57,57
13.527828485512494,3,2.5,7.779048644925556,8.787220328629298,1.0,0,2,4,1440,950,98116.0,583967.5230994199,5,59
12.721885810807203,3,2.25,7.365180126021013,9.693692018741418,1.0,0,0,4,1580,0,98024.0,692681.8181818182,14,36
12.468436909997665,4,2.0,7.299797366758161,9.062420241899561,1.0,0,0,4,1480,0,98055.0,379632.31317664264,40,40
12.63947712232758,2,1.0,6.84587987526405,8.728102205062104,1.0,0,0,4,850,0,98155.0,420392.3640469756,31,64
12.994416363073707,3,2.5,7.478734825567875,7.984786359616643,2.0,0,0,3,1770,0,98116.0,583967.5230994199,5,24
12.367340793126296,2,1.0,7.098375638590786,9.148464968258095,1.0,0,0,2,1210,0,98106.0,583967.5230994199,65,65
12.66032791780777,3,1.0,7.05617528410041,9.124782483614537,1.0,0,0,3,1160,0,98077.0,614912.0833333334,17,46
12.988831984779805,3,2.25,7.585788821732034,10.465956409453957,2.0,0,0,4,1970,0,98027.0,599368.9289127849,37,37
12.917796211663054,3,2.5,7.5652752818989315,9.255313737618915,2.0,0,0,3,1930,0,98059.0,379632.31317664264,18,18
13.63877337946422,4,2.5,8.104703468371108,10.668908881966093,2.0,0,0,3,3310,0,98052.0,664965.7806563632,13,13
13.353475098367715,4,2.75,7.904703913873747,10.52613179345847,2.0,0,0,3,2710,0,98027.0,599368.9289127849,14,14
13.217673557208654,3,1.75,7.975908360165538,10.468801361586188,1.5,0,0,3,2910,0,98075.0,702985.8311003743,0,35
13.5985975564007,3,2.0,7.904703913873747,8.411832675758411,1.5,0,0,4,1880,830,98115.0,583967.5230994199,85,85
12.556729517143344,3,1.75,7.495541943884256,10.04771775820736,1.0,0,0,3,1800,0,98014.0,508751.95454545453,17,46
13.060487973686241,5,2.5,7.700747794511798,9.175231194862615,1.0,0,0,3,1460,750,98011.0,481441.8939393939,38,38
12.971540487669746,4,1.5,7.560080465021827,9.210340371976184,1.0,0,0,4,1070,850,98006.0,862255.0520166049,35,60
13.105217218569358,4,1.75,7.691656822810547,10.701692702991545,1.0,0,2,3,2190,0,98092.0,301050.9595813714,17,46
13.573438996764546,5,3.25,8.205218426395412,9.392245175273795,2.0,0,2,3,3660,0,98065.0,551850.3768115942,8,8
12.86099861326992,3,3.25,7.1853870155804165,7.984786359616643,2.0,0,0,3,1040,280,98199.0,583967.5230994199,6,6
13.226723392728571,4,2.5,8.104703468371108,8.779557455883728,2.0,0,0,3,3310,0,98065.0,551850.3768115942,102,2
13.038960029098545,3,2.5,7.893572073504902,8.619569258033104,2.0,0,0,3,2680,0,98045.0,399565.70666666003,91,1
13.345506928718539,4,3.25,7.912056888179006,10.701692702991545,1.0,0,0,3,1560,1170,98059.0,379632.31317664264,7,7
12.611537753638338,3,2.5,7.8399193600125825,8.527143522269405,2.0,0,0,3,2540,0,98042.0,441880.9905430435,8,8
13.345506928718539,4,2.75,7.979338895262328,8.795582216956426,2.0,0,0,3,2920,0,98059.0,379632.31317664264,102,2
13.223113280504473,2,1.0,6.84587987526405,8.517193191416238,1.0,0,0,3,900,0,98117.0,583967.5230994199,70,70
12.84761069235689,3,2.5,7.408530566894626,9.550662331752143,1.0,0,0,4,1130,520,98027.0,599368.9289127849,28,28
12.644327576461329,3,1.0,6.917705609835305,9.204825191288073,1.0,0,0,4,1010,0,98065.0,551850.3768115942,41,41
13.560618308335483,2,2.5,7.893572073504902,8.90815361332152,1.0,0,0,3,2680,0,98053.0,664965.7806563632,11,10
12.80765263256463,3,2.5,7.696212639346407,8.902455592206882,1.0,0,0,5,1570,630,98058.0,379632.31317664264,26,26
12.712739634147306,4,2.5,7.835974581721566,9.203617826215355,2.0,0,2,3,2010,520,98092.0,301050.9595813714,5,24
13.571526340778213,3,2.5,7.955074273262696,8.872066513408342,2.0,0,0,3,1990,860,98122.0,583967.5230994199,34,34
13.350295445450335,4,2.0,7.731930721948486,8.701180027529253,1.0,0,0,3,1140,1140,98122.0,583967.5230994199,9,114
13.235692062711331,3,2.5,7.549609165154532,9.076123029856374,2.0,0,0,3,1900,0,98074.0,702985.8311003743,14,27
13.710150042306449,3,1.0,7.1929342212158,10.701692702991545,1.0,0,0,3,1330,0,98033.0,651583.5919080962,60,86
13.630385073837585,4,3.0,7.682482446534506,8.294049640102028,2.0,0,0,4,1610,560,98112.0,583967.5230994199,3,32
13.567049198665774,4,2.5,7.912056888179006,9.238052810542719,2.0,0,2,3,2730,0,98074.0,702985.8311003743,18,18
13.534473028231162,4,2.5,7.659171367666058,9.230339058482873,1.0,0,0,4,1620,500,98005.0,862255.0520166049,13,54
13.466491943674459,3,2.5,7.820037989458753,8.376320632534823,2.0,0,0,3,2490,0,98029.0,599368.9289127849,11,11
13.348701819615057,4,2.25,7.595889917718538,8.950532836290382,1.0,0,0,3,1210,780,98027.0,599368.9289127849,1,41
13.670484785914017,4,3.0,8.213381737034572,9.199481628641307,2.0,0,0,3,3690,0,98075.0,702985.8311003743,8,16
13.270783382522602,2,1.0,7.8399193600125825,8.85366542803745,1.0,0,0,5,1320,1210,98118.0,583967.5230994199,72,72
12.92391243868049,3,2.25,7.495541943884256,10.510641019929098,1.0,0,0,4,1360,440,98027.0,599368.9289127849,14,36
13.091904169919621,4,3.0,7.757906208351747,8.860499167616016,1.0,0,0,4,1340,1000,98034.0,651583.5919080962,35,35
12.89921982609012,2,1.75,7.6544432264701125,9.161045080251306,1.0,0,0,2,2110,0,98155.0,420392.3640469756,66,66
13.215853720491667,2,1.0,7.038783541388542,8.594154232552366,1.0,0,0,5,1140,0,98112.0,583967.5230994199,106,106
13.337474757021274,3,1.75,7.299797366758161,7.984786359616643,2.5,0,0,3,1480,0,98033.0,651583.5919080962,9,9
12.354492650648448,2,1.0,7.090076835776092,8.995040974685022,1.0,0,0,4,1200,0,98198.0,304992.54679803445,42,56
13.593448921169424,5,2.5,8.064636475774222,9.53285855926342,2.0,0,0,4,3180,0,98033.0,651583.5919080962,24,24
13.38472764187182,3,1.5,7.67786350067821,9.104979856318357,1.0,0,2,4,1400,760,98177.0,583967.5230994199,29,65
13.620711479659207,6,1.75,7.979338895262328,8.517193191416238,2.5,0,0,4,2780,140,98122.0,583967.5230994199,106,106
13.554145793829866,3,2.0,7.762170607138205,8.648221453822641,1.5,0,0,4,1810,540,98112.0,583967.5230994199,25,75
13.169246963303179,3,1.75,7.352441100243583,8.616133139271142,1.0,0,0,4,780,780,98199.0,583967.5230994199,70,70
13.20140558474428,5,2.75,7.9157131993821155,9.039077442538963,1.0,0,0,4,1370,1210,98006.0,862255.0520166049,13,54
13.415032991367148,3,2.5,7.426549072397305,7.984786359616643,3.0,0,0,3,1680,0,98105.0,583967.5230994199,16,105
12.860738839271837,5,2.5,8.035926369891792,9.453286550586572,1.0,0,0,3,1750,1210,98023.0,295885.3806239655,17,46
13.993656743347747,5,3.5,8.258422462458876,9.04899722156742,2.0,0,1,5,2850,1160,98105.0,583967.5230994199,43,43
13.509664514884822,4,2.5,8.064636475774222,9.99442454752823,2.0,0,3,3,3180,0,98059.0,379632.31317664264,14,14
13.253391639810733,3,2.25,7.605890001053122,8.699514748210191,1.0,0,0,3,1330,680,98052.0,664965.7806563632,39,39
13.57598352739954,3,1.75,7.1929342212158,8.922658299524402,1.0,0,0,3,1330,0,98004.0,862255.0520166049,10,53
12.70076888736628,4,2.5,7.7706452341291765,8.779557455883728,2.0,0,0,3,2370,0,98092.0,301050.9595813714,8,16
12.983101310070822,5,2.0,7.517520850603031,9.131297164635729,1.0,0,0,4,1540,300,98133.0,583967.5230994199,56,72
13.120361374733656,4,2.5,7.975908360165538,8.776321456449958,2.0,0,0,3,2910,0,98065.0,551850.3768115942,8,8
13.124361380067002,4,1.0,7.635303886259415,8.925188429378027,1.0,0,0,3,1160,910,98008.0,862255.0520166049,6,51
13.901688254205327,4,2.5,8.258422462458876,10.701692702991545,2.5,0,0,3,4340,0,98053.0,664965.7806563632,22,22
12.89921982609012,2,1.0,6.84587987526405,8.61431990214696,1.0,0,0,3,840,0,98136.0,583967.5230994199,9,59
12.301382825334498,4,1.5,7.122866658599083,9.169518377455928,1.0,0,0,3,1240,0,98023.0,295885.3806239655,43,43
13.39559149288596,4,1.0,7.237059026124737,8.352318548226004,1.0,0,0,3,1050,340,98103.0,583967.5230994199,3,90
12.644166273130065,4,2.75,7.745002803515839,8.517193191416238,2.0,0,0,3,2310,0,98038.0,340016.7529824526,8,8
12.611537753638338,3,2.0,6.956545443151569,9.217514575724183,1.0,0,0,3,1050,0,98019.0,403994.12698411907,28,28
13.17284354129086,5,1.75,7.843848638152472,10.701692702991545,1.0,0,0,5,1810,740,98027.0,599368.9289127849,54,54
13.514405465180353,4,1.75,7.605890001053122,8.1886891244442,1.5,0,0,3,2010,0,98119.0,583967.5230994199,112,112
12.736700896592344,5,1.0,7.02108396428914,9.107421317968342,1.5,0,0,4,1120,0,98034.0,651583.5919080962,52,52
12.896089933081191,3,2.5,7.709756864454165,8.294049640102028,2.0,0,0,3,2230,0,98144.0,583967.5230994199,9,60
12.254862809699606,2,1.0,6.84587987526405,8.875985891325971,1.0,0,0,5,810,0,98168.0,358640.2276234583,70,70
13.845069360205818,5,2.75,8.06777619577889,9.736251633160215,1.0,0,3,3,1690,1210,98006.0,862255.0520166049,38,38
13.304684934198283,3,1.75,7.4205789054108005,10.587568761082327,1.0,0,0,4,1670,0,98075.0,702985.8311003743,22,38
12.84779494409793,4,1.75,7.585788821732034,9.147294070258548,1.0,0,0,5,1140,830,98133.0,420392.3640469756,54,54
12.567237494741757,3,1.0,7.27931883541462,8.699514748210191,1.0,0,0,4,1450,0,98118.0,583967.5230994199,31,61
13.993656743347747,7,8.0,8.258422462458876,10.701692702991545,3.0,0,4,3,9410,1210,98053.0,664965.7806563632,15,15
12.644166273130065,3,2.5,7.539027055823995,8.966738978759576,2.0,0,0,3,1880,0,98055.0,379632.31317664264,20,20
13.304684934198283,3,1.75,7.539027055823995,8.757783656334167,1.0,0,0,4,1040,840,98115.0,583967.5230994199,69,69
12.943236711506893,3,2.0,7.251344983372214,8.704502289721232,1.5,0,0,4,1410,0,98103.0,583967.5230994199,84,84
13.015334804645805,4,2.0,7.299797366758161,8.254268770090183,1.5,0,0,5,1480,0,98133.0,583967.5230994199,44,86
